Group.1,R_W5_T1_150,R_W5_T1_151,R_W5_T1_152,R_W5_T1_154,R_W5_T1_160,R_W5_T1_176,R_W5_T1_178,R_W5_T1_179,R_W5_T1_181,R_W5_T1_182,R_W5_T1_185,R_W5_T1_187,R_W5_T1_206,R_W5_T1_208,R_W5_T1_209,R_W5_T1_210,R_W5_T2_142,R_W5_T2_143,R_W5_T2_145,R_W5_T2_146,R_W5_T2_147,R_W5_T2_164,R_W5_T2_169,R_W5_T2_170,R_W5_T2_171,R_W5_T2_173,R_W5_T2_175,R_W5_T2_190,R_W5_T2_191,R_W5_T2_192,R_W5_T2_193,R_W5_T2_196,R_W5_T2_197,R_W5_T2_198,R_W5_T2_200,R_W5_T2_203,R_W5_T3_100,R_W5_T3_101,R_W5_T3_103,R_W5_T3_104,R_W5_T3_121,R_W5_T3_122,R_W5_T3_124,R_W5_T3_125,R_W5_T3_128,R_W5_T3_129,R_W5_T3_130,R_W5_T3_132,R_W5_T3_133,R_W5_T3_72,R_W5_T3_74,R_W5_T3_76,R_W5_T3_77,R_W5_T3_92,R_W5_T3_94,R_W5_T3_98,R_W5_T4_107,R_W5_T4_109,R_W5_T4_110,R_W5_T4_113,R_W5_T4_114,R_W5_T4_115,R_W5_T4_116,R_W5_T4_118,R_W5_T4_134,R_W5_T4_136,R_W5_T4_137,R_W5_T4_139,R_W5_T4_140,R_W5_T4_78,R_W5_T4_79,R_W5_T4_81,R_W5_T4_84,R_W5_T4_85,R_W5_T4_87,R_W5_T4_90,R_W5_T4_91,R_W5_T5_10,R_W5_T5_11,R_W5_T5_12,R_W5_T5_13,R_W5_T5_14,R_W5_T5_15,R_W5_T5_18,R_W5_T5_19,R_W5_T5_20,R_W5_T5_21,R_W5_T5_37,R_W5_T5_39,R_W5_T5_41,R_W5_T5_43,R_W5_T5_45,R_W5_T5_46,R_W5_T5_48,R_W5_T5_49,R_W5_T5_65,R_W5_T5_68,R_W5_T5_69,R_W5_T6_1,R_W5_T6_22,R_W5_T6_23,R_W5_T6_24,R_W5_T6_25,R_W5_T6_27,R_W5_T6_29,R_W5_T6_32,R_W5_T6_33,R_W5_T6_35,R_W5_T6_4,R_W5_T6_5,R_W5_T6_50,R_W5_T6_51,R_W5_T6_54,R_W5_T6_55,R_W5_T6_56,R_W5_T6_57,R_W5_T6_6,R_W5_T6_61,R_W5_T6_62
Debaryomyces,0,1,1,1,0,0,0,1,0,1,2,1,0,0,0,0,2,2,0,1,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,2,2,2,7,2,0,0,0,1,0,0,0,0,0,2,6,2,2,2,12,9,3,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,0,2,2,1,1,0,0,1,1,0,0,0,1,2,1,0,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,2,0,2,0,0,0
Deconica,0,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Deflexula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendryphiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diaporthe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichotomopilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dictyosporella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dictyosporium,6,7,4,1,4,7,5,5,5,12,7,1,4,4,4,7,0,0,1,2,4,2,7,0,10,4,7,8,5,4,6,7,9,3,6,2,5,2,4,2,4,5,4,4,2,3,2,6,2,5,8,4,3,5,8,3,3,1,3,3,1,3,1,4,2,8,6,3,0,6,2,6,7,2,2,1,3,6,1,3,3,6,7,2,3,3,5,7,4,6,10,9,2,6,3,9,6,8,1,2,4,7,1,9,0,3,5,5,1,3,1,7,12,0,1,5,9,3,0
Dinemasporium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dioszegia,0,0,0,0,0,1,0,0,0,0,2,2,8,1,4,1,3,6,2,0,0,0,0,1,0,0,0,0,6,1,0,0,4,3,1,1,1,1,1,0,0,2,1,0,1,0,0,3,0,3,0,1,2,0,4,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0
Dothiorella,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duddingtonia,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleutherascus,0,0,0,0,1,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Emericellopsis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Entoloma,1,0,0,0,0,3,2,2,1,1,1,0,1,0,1,0,2,4,0,2,0,1,5,2,3,6,3,2,1,2,7,2,10,8,2,4,3,2,2,1,5,1,0,0,1,1,1,3,5,4,2,5,2,1,0,6,0,0,0,2,0,5,0,0,1,0,2,0,2,1,1,2,2,1,1,0,2,2,4,3,2,1,4,1,2,1,1,2,3,3,2,7,2,1,1,3,2,3,2,0,4,4,0,0,5,1,0,2,4,0,4,5,3,11,7,5,0,1,2
Entorrhiza,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entyloma,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eocronartium,0,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,5,1,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysiphe,0,0,0,0,0,0,3,0,0,1,1,0,2,6,1,0,2,0,0,0,2,0,4,2,1,1,0,1,0,1,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,1,5,1,1,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,2,3,2,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,3,0,2,0,1,3,1,1,1,0,0,0,2,1,1,0,1,4,1,1,1,1,2
Eucasphaeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eutypa,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exobasidium,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exophiala,55,44,65,46,40,41,53,25,41,63,36,32,21,31,41,41,38,40,55,33,33,51,39,47,56,59,45,42,43,30,32,46,28,26,39,34,42,60,39,41,42,32,47,51,40,33,35,56,37,84,75,93,75,64,48,68,31,29,25,27,17,15,26,40,42,42,43,28,30,86,59,38,28,28,25,40,54,39,37,55,51,33,25,45,36,72,43,40,63,43,44,46,45,66,59,71,87,74,10,12,36,55,25,26,19,32,44,45,22,38,66,40,19,27,29,22,22,79,37
Falciphora,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fayodia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filobasidium,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,6,3,2,0,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,3,2,0,0,1,0,1,0,0,3,1,1,0,1,0,2,0,0,3,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,2,1,0,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Fimicolochytrium,9,4,4,4,15,9,9,17,10,17,10,9,8,19,11,12,11,6,10,3,8,9,19,10,3,14,20,12,9,13,17,4,13,4,3,16,6,6,9,4,4,12,10,7,8,8,5,12,2,6,4,6,18,7,21,8,8,19,1,10,4,9,7,23,5,4,12,1,11,7,11,16,4,7,6,7,4,3,12,10,5,7,6,7,3,6,13,8,11,10,16,7,7,14,6,9,28,3,8,11,15,11,5,15,12,8,8,12,5,15,7,16,9,7,6,12,7,11,16
Fomes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fomitopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fonsecazyma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forliomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funneliformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusariella,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusarium,5,5,9,3,5,8,12,6,9,7,2,8,4,6,5,5,1,4,15,16,5,12,9,30,11,13,9,3,15,6,5,6,3,1,13,2,0,8,15,3,4,3,5,2,4,5,12,11,5,2,2,3,3,0,7,1,3,14,4,4,1,2,9,6,6,6,2,8,3,6,3,6,4,3,4,7,4,8,4,3,2,6,5,2,6,6,10,6,3,9,6,1,5,3,7,5,9,8,3,2,0,5,4,6,2,9,6,1,3,1,2,6,28,2,3,8,2,3,3
Fusicolla,47,35,51,56,49,80,60,97,47,89,48,36,21,55,81,160,35,39,64,40,68,46,50,41,60,48,82,32,58,45,71,63,57,41,51,55,45,60,33,38,43,35,45,45,36,43,52,54,43,60,64,63,51,61,53,49,24,29,27,39,52,32,22,43,55,36,64,44,43,83,50,45,42,27,33,40,60,106,45,69,74,58,51,69,65,59,57,51,75,104,68,58,45,51,42,54,75,56,46,31,51,56,35,101,45,36,56,37,47,45,42,42,21,26,43,37,47,30,55
Gaertneriomyces,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaeumannomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galerina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gamsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ganoderma,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,3,1,0,1,0,5,2,1,1,1,0,0,0,0,1,0,2,1,0,0,0,2,1,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,2,2,2,2,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Geastrum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Geniculifera,0,0,0,1,1,0,0,0,1,1,1,0,2,0,0,1,1,0,2,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaciozyma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glarea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globulicium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goffeauzyma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Golubevia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gremmenia,0,1,0,0,2,1,1,1,0,0,0,2,3,2,3,2,0,2,0,0,0,3,0,0,4,2,3,2,3,0,0,1,0,6,1,0,2,1,3,0,0,0,1,5,2,1,0,2,1,2,0,2,2,1,1,1,0,2,1,0,0,3,1,0,0,1,0,1,4,1,1,1,0,3,0,0,2,2,1,0,0,2,1,2,1,1,2,0,0,0,1,0,5,1,0,1,0,8,3,0,1,3,1,0,0,0,2,0,1,0,2,0,0,2,0,3,0,4,1
Grifola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnoascus,2,1,1,0,0,0,3,0,0,2,0,4,0,0,2,0,5,3,1,0,0,1,0,0,0,0,1,1,1,1,1,6,0,0,1,0,2,0,8,4,4,3,7,3,2,5,1,3,16,4,3,7,12,0,26,2,3,4,1,3,1,3,0,1,0,2,2,16,4,7,8,3,2,0,0,5,4,10,7,7,2,5,2,7,6,16,11,3,1,7,1,3,5,2,2,4,3,2,2,6,0,4,6,3,4,2,5,2,3,1,2,1,4,2,7,0,1,3,2
